DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60201781;Undsetgasse;Wien;90001;16.367538;48.1521823
60201782;Pensionistenwohnhaus Föhrenhof;Wien;90001;16.2723256;48.1658149
60201784;Döblerhofstraße;Wien;90001;16.4151577;48.1854395
60201785;Ober St. Veit U/F.-Boos-Gasse;Wien;90001;16.2750834;48.1920992
60201786;Gewerbepark Stadlau;Wien;90001;16.4625708;48.2453211
60201787;Absbergbrücke;Wien;90001;16.3865194;48.1677142
60201788;Aspern Sportplatz;Wien;90001;16.4806988;48.2136711
60201789;Linzer Straße/Flötzersteig;Wien;90001;16.2655164;48.2006919
60201790;Bahnhofstraße;Wien;90001;16.2639533;48.2007757
60201792;Untere Kaistraße;Wien;90001;16.3991408;48.1368736
60201794;Schmerlingplatz/Volkstheater U;Wien;90001;16.3582135;48.2064995
60201795;Am Heumarkt;Wien;90001;16.3768805;48.1986442
60201796;Jubiläumswarte;Wien;90001;16.2658577;48.2211471
60201797;Hotel NH Danube City;Wien;90001;16.4220837;48.2351981
60201799;Stachegasse;Wien;90001;16.3116538;48.1618544
60201800;Höhenstraße/Rohrerwiese;Wien;90001;16.2963376;48.2668049
60201801;Stranitzkygasse;Wien;90001;16.3181487;48.1760235
60201802;Stryeckgasse;Wien;90001;16.3961584;48.2593775
60201803;Kurpark Nordosteingang;Wien;90001;16.4063812;48.1517508
60201804;Hederichgasse;Wien;90001;16.4052763;48.1527637
60201805;Burgenlandgasse;Wien;90001;16.4033;48.1525779
60201806;Neuwaldegger Straße;Wien;90001;16.2878575;48.2369273
60201808;Kieslerweg;Wien;90001;16.5030219;48.2385966
60201809;Fuchsenzeile;Wien;90001;16.5016924;48.2402898
60201810;Süßenbrunner Str./Breitenleer Str.;Wien;90001;16.4770337;48.2511415
60201812;Laimgrubengasse;Wien;90001;16.3593993;48.1992968
60201813;Akademietheater;Wien;90001;16.3766739;48.2003446
60201814;Im Gestockert;Wien;90001;16.5113583;48.2062959
60201815;Ährengrubenweg;Wien;90001;16.3119593;48.253564
60201816;Carl-Appel-Straße;Wien;90001;16.3449185;48.1687687
60201821;Schottenwald;Wien;90001;16.2581592;48.2305787
60201822;Hanslteich;Wien;90001;16.2691186;48.2376513
60201823;Zentralfriedhof Kindergräber;Wien;90001;16.4453681;48.1498929
60201825;Haidersberggasse;Wien;90001;16.24331;48.224355
60201826;Korngoldgasse;Wien;90001;16.2304551;48.2155986
60201828;Zentralfriedhof Tor 11;Wien;90001;16.4293511;48.1519546
60201829;Zentralfriedhof Mahnmal 1938/45;Wien;90001;16.4419455;48.1494374
60201830;Zentralfriedhof Friedhof-Gärtnerei;Wien;90001;16.4404004;48.1481068
60201831;Zentralfriedhof Halle 3/Gr. 40;Wien;90001;16.4431133;48.1467403
60201832;Zentralfriedhof Gruppe 121;Wien;90001;16.4481978;48.1448882
60201833;Zentralfriedhof Gruppe 152;Wien;90001;16.451297;48.145038
60201834;Zentralfriedhof Gruppe 147;Wien;90001;16.4509286;48.143018
60201835;Zentralfriedhof Gruppe 142;Wien;90001;16.4478564;48.1421728
60201836;Zentralfriedhof Gruppe 66;Wien;90001;16.4459789;48.143995
60201837;Zentralfriedhof Gruppe 84;Wien;90001;16.4424845;48.1424785
60201838;Zentralfriedhof Tor 9/Gruppe 82;Wien;90001;16.4391966;48.1438572
60201839;Zentralfriedhof/Kriegsgräber;Wien;90001;16.4358549;48.1454876
60201840;Zentralfriedhof Kriegsgräber 1.WK;Wien;90001;16.43369;48.1465125
60201841;Zentralfriedhof Gruppe 78;Wien;90001;16.4302404;48.1482807
60201842;Zentralfriedhof Gruppe 74;Wien;90001;16.4327198;48.1504803
60201843;Zentralfriedhof Gruppe 47;Wien;90001;16.4350464;48.1526258
60201844;Zentralfriedhof Gruppe 11;Wien;90001;16.4375887;48.1549151
60201846;Phillipsgasse;Wien;90001;16.3088781;48.189566
60201847;Weinzierlgasse;Wien;90001;16.2951248;48.1922489
60201848;Praterstern/Lassallestraße;Wien;90001;16.3938227;48.2196208
60201850;Breitenfurter Str./Hetzendorfer Str.;Wien;90001;16.3150944;48.1644548
60201851;Franz-Sebek-Straße;Wien;90001;16.4230449;48.2697708
60201852;Hetzendorf S/Altmannsdf. Str.;Wien;90001;16.3157502;48.1666058
60201853;Hanusch-Krankenhaus;Wien;90001;16.2937774;48.1988118
60201854;Zinnergasse/Kaserne;Wien;90001;16.4753628;48.1673727
60201855;Wienflußaufsicht;Wien;90001;16.2331231;48.2063019
60201856;Iselgasse/Illgasse;Wien;90001;16.4569294;48.2834558
60201857;Am Schöpfwerk/Eibesbrunnerg.;Wien;90001;16.3299705;48.1605301
60201858;Aderklaaer Straße;Wien;90001;16.4515754;48.2627624
60201859;Großfeldsiedlung;Wien;90001;16.448072;48.2706318
60201860;Rennbahnweg;Wien;90001;16.4494464;48.257356
60201861;Kürschnergasse;Wien;90001;16.4462754;48.2762042
60201862;Anton-Sattler-Gasse;Wien;90001;16.4430504;48.2542339
60201863;Hirschstettner Straße;Wien;90001;16.4627774;48.2353597
60201865;Weinheimergasse;Wien;90001;16.3111867;48.2136771
60201866;Stammersdorf/Stammersdorfer Str.;Wien;90001;16.4207632;48.2987148
60201867;Aspernallee/Schule;Wien;90001;16.4440386;48.1968897
60201868;Steinhagegasse;Wien;90001;16.3406335;48.1848825
60201869;Richard-Tauber-Gasse;Wien;90001;16.3563271;48.1343916
60201871;Pierre-de-Coubertin-Platz;Wien;90001;16.4180683;48.2060864
60201872;Inzersdorfer Str./Bernhardtstalg.;Wien;90001;16.3611959;48.1731541
60201873;Kainachgasse;Wien;90001;16.4482966;48.281776
60201874;Stadlauer Brücke;Wien;90001;16.4388104;48.200189
60201875;Kleine Stadtgutgasse;Wien;90001;16.388909;48.2196029
60201876;Volkertplatz;Wien;90001;16.3856121;48.2227451
60201878;Pichlgasse;Wien;90001;16.4884692;48.2509202
60201880;Margaretenstraße;Wien;90001;16.3448825;48.1855653
60201881;Welthandelsplatz;Wien;90001;16.4051595;48.2154849
60201882;Nußdorf Friedhof;Wien;90001;16.3581327;48.2604121
60201883;Heiligenstädter Friedhof;Wien;90001;16.3463827;48.2600174
60201884;Frohes-Schaffen-Weg;Wien;90001;16.4410112;48.2758634
60201885;Rosannagasse;Wien;90001;16.445934;48.2770173
60201886;Tauschekgasse;Wien;90001;16.434193;48.2754389
60201887;Petritschgasse;Wien;90001;16.4352261;48.279594
60201888;Leopoldau, Betriebsgarage;Wien;90001;16.4303842;48.2802875
60201889;Großbauerstraße;Wien;90001;16.4261172;48.2809809
60201890;Ignaz-Köck-Straße;Wien;90001;16.3992755;48.2657584
60201891;Taborstraße;Wien;90001;16.3808331;48.2189744
60201892;Messe-Prater;Wien;90001;16.4056985;48.2177893
60201893;Krieau;Wien;90001;16.4141247;48.2144912
60201894;Stadion;Wien;90001;16.4197661;48.2110792
60201895;Marathonweg;Wien;90001;16.4269616;48.2086008
60201896;Schipanygasse;Wien;90001;16.4372293;48.2012967
60201897;Leopold-Moses-Gasse;Wien;90001;16.3955295;48.2230084
60201898;Harkortstraße;Wien;90001;16.3991498;48.2220987
60201901;Erlafstraße;Wien;90001;16.4023028;48.2206144
60201903;Langenzersdorfer Straße;Wien;90001;16.3848306;48.298171
60201905;Molkereistraße;Wien;90001;16.4011171;48.2180886
60201906;Max-Winter-Platz;Wien;90001;16.4003715;48.2210453
60201908;Ziedlergasse;Wien;90001;16.296104;48.1512414
60201909;Melchartgasse;Wien;90001;16.2951159;48.1723393
60201910;Absberggasse;Wien;90001;16.3906068;48.1759577
60201911;Niedermeierweg;Wien;90001;16.48325;48.206254
60201912;Hlawkagasse;Wien;90001;16.3828723;48.1791265
60202003;Wolfgang-Pauli-Gasse;Wien;90001;16.2159833;48.2070143
60202004;Herzmanskystraße;Wien;90001;16.2143573;48.2094928
60202006;Schloss Neugebäude;Wien;90001;16.4478654;48.1610215
60202500;Leebgasse/Siccardsburggasse;Wien;90001;16.3701072;48.1759577
60202503;Anastasius-Grün-Gasse;Wien;90001;16.3494729;48.2299384
60202918;Betriebshof Gürtel;Wien;90001;16.3499041;48.2309138
60202924;Betriebshof Raxstraße;Wien;90001;16.3669092;48.1632325
60202950;Speising, Gallgasse;Wien;90001;16.2861058;48.1694757
60202951;Barnabitengasse;Wien;90001;16.3546382;48.1979376
60202953;Pensionisten-Wohnhaus Laaer Berg;Wien;90001;16.3847408;48.1515231
60202954;Gartenschaugasse;Wien;90001;16.3966165;48.1718
